DeepJet;OperatingPoint, measurementType, sysType, jetFlavor, etaMin, etaMax, ptMin, ptMax, discrMin, discrMax, formula 
2, used, up, 1, -2.5, 2.5, 50, 70, 0, 1, "(0.88695+(0.000743492*(log(x+19)*(log(x+18)*(3-(-(0.0812416*log(x+18))))))))+0.050429824739694595" 
2, used, up, 1, -2.5, 2.5, 70, 100, 0, 1, "(0.88695+(0.000743492*(log(x+19)*(log(x+18)*(3-(-(0.0812416*log(x+18))))))))+0.04733777791261673" 
2, used, up, 1, -2.5, 2.5, 100, 140, 0, 1, "(0.88695+(0.000743492*(log(x+19)*(log(x+18)*(3-(-(0.0812416*log(x+18))))))))+0.038654692471027374" 
2, used, up, 1, -2.5, 2.5, 140, 200, 0, 1, "(0.88695+(0.000743492*(log(x+19)*(log(x+18)*(3-(-(0.0812416*log(x+18))))))))+0.043877318501472473" 
2, used, up, 1, -2.5, 2.5, 200, 300, 0, 1, "(0.88695+(0.000743492*(log(x+19)*(log(x+18)*(3-(-(0.0812416*log(x+18))))))))+0.091964580118656158" 
2, used, up, 1, -2.5, 2.5, 300, 600, 0, 1, "(0.88695+(0.000743492*(log(x+19)*(log(x+18)*(3-(-(0.0812416*log(x+18))))))))+0.16938672959804535" 
2, used, up, 1, -2.5, 2.5, 600, 1000, 0, 1, "(0.88695+(0.000743492*(log(x+19)*(log(x+18)*(3-(-(0.0812416*log(x+18))))))))+0.29576486349105835" 
2, used, up, 0, -2.5, 2.5, 20, 30, 0, 1, "(0.88695+(0.000743492*(log(x+19)*(log(x+18)*(3-(-(0.0812416*log(x+18))))))))+0.05036766454577446" 
2, used, up, 0, -2.5, 2.5, 30, 50, 0, 1, "(0.88695+(0.000743492*(log(x+19)*(log(x+18)*(3-(-(0.0812416*log(x+18))))))))+0.014851776883006096" 
2, used, up, 0, -2.5, 2.5, 50, 70, 0, 1, "(0.88695+(0.000743492*(log(x+19)*(log(x+18)*(3-(-(0.0812416*log(x+18))))))))+0.014408521354198456" 
2, used, up, 0, -2.5, 2.5, 70, 100, 0, 1, "(0.88695+(0.000743492*(log(x+19)*(log(x+18)*(3-(-(0.0812416*log(x+18))))))))+0.013525079004466534" 
2, used, up, 0, -2.5, 2.5, 100, 140, 0, 1, "(0.88695+(0.000743492*(log(x+19)*(log(x+18)*(3-(-(0.0812416*log(x+18))))))))+0.011044197715818882" 
2, used, up, 0, -2.5, 2.5, 140, 200, 0, 1, "(0.88695+(0.000743492*(log(x+19)*(log(x+18)*(3-(-(0.0812416*log(x+18))))))))+0.012536376714706421" 
2, used, up, 0, -2.5, 2.5, 200, 300, 0, 1, "(0.88695+(0.000743492*(log(x+19)*(log(x+18)*(3-(-(0.0812416*log(x+18))))))))+0.026275593787431717" 
2, used, up, 0, -2.5, 2.5, 300, 600, 0, 1, "(0.88695+(0.000743492*(log(x+19)*(log(x+18)*(3-(-(0.0812416*log(x+18))))))))+0.048396207392215729" 
2, used, up, 0, -2.5, 2.5, 600, 1000, 0, 1, "(0.88695+(0.000743492*(log(x+19)*(log(x+18)*(3-(-(0.0812416*log(x+18))))))))+0.084504246711730957" 
0, used, central, 2, 0, 2.4, 20, 1000, 0, 1, "1.34198+-0.000555031*x+3.20633e-07*x*x+0.888495/x" 
0, used, down, 2, 0, 2.4, 20, 1000, 0, 1, "(1.34198+-0.000555031*x+3.20633e-07*x*x+0.888495/x)*(1-(0.0663918+6.22127e-05*x+-9.14037e-08*x*x))" 
0, used, down_correlated, 2, 0, 2.4, 20, 1000, 0, 1, "(1.34198+-0.000555031*x+3.20633e-07*x*x+0.888495/x)*(1-(0.0435875+9.01961e-05*x+-1.30403e-07*x*x))" 
0, used, down_uncorrelated, 2, 0, 2.4, 20, 1000, 0, 1, "(1.34198+-0.000555031*x+3.20633e-07*x*x+0.888495/x)*(1-(0.0490189))" 
0, used, up, 2, 0, 2.4, 20, 1000, 0, 1, "(1.34198+-0.000555031*x+3.20633e-07*x*x+0.888495/x)*(1+(0.0663918+6.22127e-05*x+-9.14037e-08*x*x))" 
0, used, up_correlated, 2, 0, 2.4, 20, 1000, 0, 1, "(1.34198+-0.000555031*x+3.20633e-07*x*x+0.888495/x)*(1+(0.0435875+9.01961e-05*x+-1.30403e-07*x*x))" 
0, used, up_uncorrelated, 2, 0, 2.4, 20, 1000, 0, 1, "(1.34198+-0.000555031*x+3.20633e-07*x*x+0.888495/x)*(1+(0.0490189))" 
1, used, central, 2, 0, 2.4, 20, 1000, 0, 1, "1.35875+-0.000916722*x+6.33425e-07*x*x+-2.07301/x" 
1, used, down, 2, 0, 2.4, 20, 1000, 0, 1, "(1.35875+-0.000916722*x+6.33425e-07*x*x+-2.07301/x)*(1-(0.117907+0.000250773*x+-3.04922e-07*x*x))" 
1, used, down_correlated, 2, 0, 2.4, 20, 1000, 0, 1, "(1.35875+-0.000916722*x+6.33425e-07*x*x+-2.07301/x)*(1-(0.0918339+0.000299479*x+-3.61757e-07*x*x))" 
1, used, down_uncorrelated, 2, 0, 2.4, 20, 1000, 0, 1, "(1.35875+-0.000916722*x+6.33425e-07*x*x+-2.07301/x)*(1-(0.0738386))" 
1, used, up, 2, 0, 2.4, 20, 1000, 0, 1, "(1.35875+-0.000916722*x+6.33425e-07*x*x+-2.07301/x)*(1+(0.117907+0.000250773*x+-3.04922e-07*x*x))" 
1, used, up_correlated, 2, 0, 2.4, 20, 1000, 0, 1, "(1.35875+-0.000916722*x+6.33425e-07*x*x+-2.07301/x)*(1+(0.0918339+0.000299479*x+-3.61757e-07*x*x))" 
1, used, up_uncorrelated, 2, 0, 2.4, 20, 1000, 0, 1, "(1.35875+-0.000916722*x+6.33425e-07*x*x+-2.07301/x)*(1+(0.0738386))" 
2, used, central, 2, 0, 2.4, 20, 1000, 0, 1, "0.850069+1.99726/sqrt(x)" 
2, used, down, 2, 0, 2.4, 20, 1000, 0, 1, "(0.850069+1.99726/sqrt(x))*(1-(0.191031+0.000297068*x+-3.60129e-07*x*x))" 
2, used, down_correlated, 2, 0, 2.4, 20, 1000, 0, 1, "(0.850069+1.99726/sqrt(x))*(1-(0.170404+0.000308588*x+-3.73869e-07*x*x))" 
2, used, down_uncorrelated, 2, 0, 2.4, 20, 1000, 0, 1, "(0.850069+1.99726/sqrt(x))*(1-(0.0917417))" 
2, used, up, 2, 0, 2.4, 20, 1000, 0, 1, "(0.850069+1.99726/sqrt(x))*(1+(0.191031+0.000297068*x+-3.60129e-07*x*x))" 
2, used, up_correlated, 2, 0, 2.4, 20, 1000, 0, 1, "(0.850069+1.99726/sqrt(x))*(1+(0.170404+0.000308588*x+-3.73869e-07*x*x))" 
2, used, up_uncorrelated, 2, 0, 2.4, 20, 1000, 0, 1, "(0.850069+1.99726/sqrt(x))*(1+(0.0917417))" 
