DeepJet;OperatingPoint, measurementType, sysType, jetFlavor, etaMin, etaMax, ptMin, ptMax, discrMin, discrMax, formula 
2, used, up, 0, -2.5, 2.5, 100, 140, 0, 1, "(1.28462+(-(0.0149197*(log(x+19)*(log(x+18)*(3-(0.392618*log(x+18))))))))+0.050895512104034424" 
2, used, up, 0, -2.5, 2.5, 140, 200, 0, 1, "(1.28462+(-(0.0149197*(log(x+19)*(log(x+18)*(3-(0.392618*log(x+18))))))))+0.048012278974056244" 
2, used, up, 0, -2.5, 2.5, 200, 300, 0, 1, "(1.28462+(-(0.0149197*(log(x+19)*(log(x+18)*(3-(0.392618*log(x+18))))))))+0.11472807079553604" 
2, used, up, 0, -2.5, 2.5, 300, 600, 0, 1, "(1.28462+(-(0.0149197*(log(x+19)*(log(x+18)*(3-(0.392618*log(x+18))))))))+0.048659168183803558" 
2, used, up, 0, -2.5, 2.5, 600, 1000, 0, 1, "(1.28462+(-(0.0149197*(log(x+19)*(log(x+18)*(3-(0.392618*log(x+18))))))))+0.087604999542236328" 
0, used, central, 2, -2.5, 2.5, 20, 1000, 0, 1, "1.34198+-0.000555031*x+3.20633e-07*x*x+0.888495/x" 
0, used, down, 2, -2.5, 2.5, 20, 1000, 0, 1, "(1.34198+-0.000555031*x+3.20633e-07*x*x+0.888495/x)*(1-(0.0663918+6.22127e-05*x+-9.14037e-08*x*x))" 
0, used, down_correlated, 2, -2.5, 2.5, 20, 1000, 0, 1, "(1.34198+-0.000555031*x+3.20633e-07*x*x+0.888495/x)*(1-(0.0435875+9.01961e-05*x+-1.30403e-07*x*x))" 
0, used, down_uncorrelated, 2, -2.5, 2.5, 20, 1000, 0, 1, "(1.34198+-0.000555031*x+3.20633e-07*x*x+0.888495/x)*(1-(0.0490189))" 
0, used, up, 2, -2.5, 2.5, 20, 1000, 0, 1, "(1.34198+-0.000555031*x+3.20633e-07*x*x+0.888495/x)*(1+(0.0663918+6.22127e-05*x+-9.14037e-08*x*x))" 
0, used, up_correlated, 2, -2.5, 2.5, 20, 1000, 0, 1, "(1.34198+-0.000555031*x+3.20633e-07*x*x+0.888495/x)*(1+(0.0435875+9.01961e-05*x+-1.30403e-07*x*x))" 
0, used, up_uncorrelated, 2, -2.5, 2.5, 20, 1000, 0, 1, "(1.34198+-0.000555031*x+3.20633e-07*x*x+0.888495/x)*(1+(0.0490189))" 
1, used, central, 2, -2.5, 2.5, 20, 1000, 0, 1, "1.35875+-0.000916722*x+6.33425e-07*x*x+-2.07301/x" 
