DeepCSV;OperatingPoint, measurementType, sysType, jetFlavor, etaMin, etaMax, ptMin, ptMax, discrMin, discrMax, formula 
1, used, up, 1, -2.5, 2.5, 200, 300, 0, 1, "(0.934639+(5.3539e-06*(log(x+19)*(log(x+18)*(3-(-(45.0991*log(x+18))))))))+0.080651089549064636" 
1, used, up, 1, -2.5, 2.5, 300, 600, 0, 1, "(0.934639+(5.3539e-06*(log(x+19)*(log(x+18)*(3-(-(45.0991*log(x+18))))))))+0.20888850092887878" 
1, used, up, 1, -2.5, 2.5, 600, 1000, 0, 1, "(0.934639+(5.3539e-06*(log(x+19)*(log(x+18)*(3-(-(45.0991*log(x+18))))))))+0.26648637652397156" 
1, used, up, 0, -2.5, 2.5, 20, 30, 0, 1, "(0.934639+(5.3539e-06*(log(x+19)*(log(x+18)*(3-(-(45.0991*log(x+18))))))))+0.036777336150407791" 
1, used, up, 0, -2.5, 2.5, 30, 50, 0, 1, "(0.934639+(5.3539e-06*(log(x+19)*(log(x+18)*(3-(-(45.0991*log(x+18))))))))+0.011289253830909729" 
1, used, up, 0, -2.5, 2.5, 50, 70, 0, 1, "(0.934639+(5.3539e-06*(log(x+19)*(log(x+18)*(3-(-(45.0991*log(x+18))))))))+0.014985882677137852" 
1, used, up, 0, -2.5, 2.5, 70, 100, 0, 1, "(0.934639+(5.3539e-06*(log(x+19)*(log(x+18)*(3-(-(45.0991*log(x+18))))))))+0.011643307283520699" 
1, used, up, 0, -2.5, 2.5, 100, 140, 0, 1, "(0.934639+(5.3539e-06*(log(x+19)*(log(x+18)*(3-(-(45.0991*log(x+18))))))))+0.010223580524325371" 
1, used, up, 0, -2.5, 2.5, 140, 200, 0, 1, "(0.934639+(5.3539e-06*(log(x+19)*(log(x+18)*(3-(-(45.0991*log(x+18))))))))+0.011323201470077038" 
1, used, up, 0, -2.5, 2.5, 200, 300, 0, 1, "(0.934639+(5.3539e-06*(log(x+19)*(log(x+18)*(3-(-(45.0991*log(x+18))))))))+0.026883697137236595" 
1, used, up, 0, -2.5, 2.5, 300, 600, 0, 1, "(0.934639+(5.3539e-06*(log(x+19)*(log(x+18)*(3-(-(45.0991*log(x+18))))))))+0.069629497826099396" 
1, used, up, 0, -2.5, 2.5, 600, 1000, 0, 1, "(0.934639+(5.3539e-06*(log(x+19)*(log(x+18)*(3-(-(45.0991*log(x+18))))))))+0.088828794658184052" 
2, used, central, 1, -2.5, 2.5, 20, 1000, 0, 1, "0.690996+(0.009402*(log(x+19)*(log(x+18)*(3-(0.374571*log(x+18))))))" 
2, used, central, 0, -2.5, 2.5, 20, 1000, 0, 1, "0.690996+(0.009402*(log(x+19)*(log(x+18)*(3-(0.374571*log(x+18))))))" 
2, used, down, 1, -2.5, 2.5, 20, 30, 0, 1, "0.690996+((0.009402*(log(x+19)*(log(x+18)*(3-(0.374571*log(x+18))))))-0.14345437288284302)" 
2, used, down, 1, -2.5, 2.5, 30, 50, 0, 1, "0.690996+((0.009402*(log(x+19)*(log(x+18)*(3-(0.374571*log(x+18))))))-0.045732785016298294)" 
2, used, down, 1, -2.5, 2.5, 50, 70, 0, 1, "0.690996+((0.009402*(log(x+19)*(log(x+18)*(3-(0.374571*log(x+18))))))-0.049869515001773834)" 
2, used, down, 1, -2.5, 2.5, 70, 100, 0, 1, "0.690996+((0.009402*(log(x+19)*(log(x+18)*(3-(0.374571*log(x+18))))))-0.046361401677131653)" 
2, used, down, 1, -2.5, 2.5, 100, 140, 0, 1, "0.690996+((0.009402*(log(x+19)*(log(x+18)*(3-(0.374571*log(x+18))))))-0.043906901031732559)" 
2, used, down, 1, -2.5, 2.5, 140, 200, 0, 1, "0.690996+((0.009402*(log(x+19)*(log(x+18)*(3-(0.374571*log(x+18))))))-0.054042637348175049)" 
2, used, down, 1, -2.5, 2.5, 200, 300, 0, 1, "0.690996+((0.009402*(log(x+19)*(log(x+18)*(3-(0.374571*log(x+18))))))-0.11819484829902649)" 
2, used, down, 1, -2.5, 2.5, 300, 600, 0, 1, "0.690996+((0.009402*(log(x+19)*(log(x+18)*(3-(0.374571*log(x+18))))))-0.21282503008842468)" 
2, used, down, 1, -2.5, 2.5, 600, 1000, 0, 1, "0.690996+((0.009402*(log(x+19)*(log(x+18)*(3-(0.374571*log(x+18))))))-0.27353900671005249)" 
2, used, down, 0, -2.5, 2.5, 20, 30, 0, 1, "0.690996+((0.009402*(log(x+19)*(log(x+18)*(3-(0.374571*log(x+18))))))-0.040986962616443634)" 
2, used, down, 0, -2.5, 2.5, 30, 50, 0, 1, "0.690996+((0.009402*(log(x+19)*(log(x+18)*(3-(0.374571*log(x+18))))))-0.013066509738564491)" 
2, used, down, 0, -2.5, 2.5, 50, 70, 0, 1, "0.690996+((0.009402*(log(x+19)*(log(x+18)*(3-(0.374571*log(x+18))))))-0.014248432591557503)" 
2, used, down, 0, -2.5, 2.5, 70, 100, 0, 1, "0.690996+((0.009402*(log(x+19)*(log(x+18)*(3-(0.374571*log(x+18))))))-0.013246115297079086)" 
2, used, down, 0, -2.5, 2.5, 100, 140, 0, 1, "0.690996+((0.009402*(log(x+19)*(log(x+18)*(3-(0.374571*log(x+18))))))-0.012544828467071056)" 
2, used, down, 0, -2.5, 2.5, 140, 200, 0, 1, "0.690996+((0.009402*(log(x+19)*(log(x+18)*(3-(0.374571*log(x+18))))))-0.015440753661096096)" 
2, used, down, 0, -2.5, 2.5, 200, 300, 0, 1, "0.690996+((0.009402*(log(x+19)*(log(x+18)*(3-(0.374571*log(x+18))))))-0.033769957721233368)" 
2, used, down, 0, -2.5, 2.5, 300, 600, 0, 1, "0.690996+((0.009402*(log(x+19)*(log(x+18)*(3-(0.374571*log(x+18))))))-0.060807149857282639)" 
2, used, down, 0, -2.5, 2.5, 600, 1000, 0, 1, "0.690996+((0.009402*(log(x+19)*(log(x+18)*(3-(0.374571*log(x+18))))))-0.078154005110263824)" 
2, used, up, 1, -2.5, 2.5, 20, 30, 0, 1, "(0.690996+(0.009402*(log(x+19)*(log(x+18)*(3-(0.374571*log(x+18)))))))+0.14345437288284302" 
2, used, up, 1, -2.5, 2.5, 30, 50, 0, 1, "(0.690996+(0.009402*(log(x+19)*(log(x+18)*(3-(0.374571*log(x+18)))))))+0.045732785016298294" 
2, used, up, 1, -2.5, 2.5, 50, 70, 0, 1, "(0.690996+(0.009402*(log(x+19)*(log(x+18)*(3-(0.374571*log(x+18)))))))+0.049869515001773834" 
2, used, up, 1, -2.5, 2.5, 70, 100, 0, 1, "(0.690996+(0.009402*(log(x+19)*(log(x+18)*(3-(0.374571*log(x+18)))))))+0.046361401677131653" 
